Sno,Name,Unit,Created Date,Service,Category,Enable Asset Tracking,Notes,Commodity Code,Sub CommodityCode,Std cost updated,Product Line Segment,Foreign Name,GL Account Code
202,SN-256 612L,Carton,2024-08-17T01:35:01Z,,LED Light Fixtures,FALSE,,Graphic chain pack design (X030101),,527.18,,,
203,SN-596 835OZ,Box,2024-08-26T13:05:19Z,,Circuit Breakers,FALSE,,Office Supplies (W050801),Cement (C020301),91.83,,,
204,SCRUB-494 2566L,Each,2024-08-26T13:05:19Z,,Plumbing Valves,TRUE,,Cement (C020301),Cement (C020301),222.43,,,
205,PRD-576 1896KG,Each,2024-10-16T14:13:00Z,,Office Furniture,TRUE,,Vehicle Maintenance (M030501),,318.88,,,
206,SCRUB-872 2688ML,Box,2024-08-04T20:19:46Z,,Cleaning Supplies,FALSE,,,,224.75,,,
207,BK-488 631KG,Carton,2024-10-16T22:47:09Z,,Packaging Materials,TRUE,,Sterile Gloves (M070101),,833.91,,,
208,CLNR-156 1771L,Box,2024-02-07T12:31:32Z,,IT Equipment,TRUE,,Advert. agency fees (X020101),,847.631,,,
209,DISINFECT-259 566L,Box,2024-03-28T17:20:14Z,,Laboratory Glassware,TRUE,,APO Services (V050401),Sterile Gloves (M070101),27.099,,,
210,DISINFECT-657 1596OZ,Carton,2024-10-15T09:43:18Z,,Medical PPE Supplies,FALSE,,Paper products (X010201),Paper products (X010201),811.25,,,
211,SCRUB-723 819KG,Carton,2024-09-28T02:00:01Z,,,FALSE,,Medical Supplies (M060101),,726.39,,,
212,AC-968 2156ML,Each,2024-11-11T16:36:18Z,,,FALSE,,Construction Materials (C040201),,219.02,,,
213,AC-158 2947OZ,Box,2024-08-04T10:55:09Z,,,FALSE,,Chemicals products (W050701),,204.39,,,
214,DISINFECT-521 1856GAL,Carton,2024-04-09T13:04:44Z,,"Alumina, Brown Fused",TRUE,,Graphic chain pack design (X030101),,916.31,,,
215,PRD-318 91ML,Box,2024-04-17T05:46:22Z,,"Silica, High-Purity",TRUE,,,,180.83,,,
216,HD-166 2770ML,Each,2024-08-26T13:05:19Z,,Graphite Powder,FALSE,,Cement (C020301),,676.56,,,
217,HD-243 1078OZ,Each,2024-08-26T13:05:19Z,,Silicon Carbide,TRUE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),632.87,,,
218,BTHRM-775 2580GAL,Box,2024-03-29T16:42:50Z,,"Steel, Galvanized Sheets",TRUE,,IT Equipment (T020101),APO Services (V050401),366.89,,,
219,CLNR-754 581ML,Carton,2024-02-25T17:13:24Z,,Aluminum Ingots,TRUE,,Sterile Gloves (M070101),Paper products (X010201),350.95,,,
220,AC-497 2159OZ,Box,2024-04-24T16:39:12Z,,Copper Cathodes,TRUE,,Advert. agency fees (X020101),,510.56,,,
221,SN-669 2101KG,Box,2024-10-17T11:18:16Z,,Polypropylene Resin,FALSE,,APO Services (V050401),Cement (C020301),545.55,,,
222,BK-450 764ML,Carton,2024-05-14T09:57:01Z,,Polyester Fiber,FALSE,,,Cement (C020301),860.98,,,
223,BTHRM-829 124KG,Carton,2024-08-03T06:45:56Z,,Activated Carbon,FALSE,,Medical Supplies (M060101),,434.36,,,
224,BK-702 977L,Each,2024-03-21T13:14:00Z,,Calcium Carbonate,TRUE,,Construction Materials (C040201),,359.73,,,
225,CLNR-626 1945GAL,Box,2024-06-05T23:56:20Z,,Zinc Oxide,FALSE,,,,838.92,,,
226,CLNR-411 611ML,Carton,2024-03-04T06:01:13Z,,Titanium Dioxide,TRUE,,Chemicals products (W050701),,199.06,,,
227,LX-401 2918ML,Box,2024-04-30T17:38:04Z,,Ceramic Tiles,FALSE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),115.788,,,
228,BTHRM-836 708OZ,Each,2024-08-26T13:05:19Z,,Plastic Granules,FALSE,,Office Supplies (W050801),Paper products (X010201),668.91,,,
229,DISINFECT-334 1902ML,Each,2024-01-04T13:21:39Z,,Rubber Compounds,FALSE,,Cement (C020301),Advert. agency fees (X020101),710.82,,,
230,BK-577 50GAL,Box,2024-08-26T13:05:19Z,,Abrasive Grinding Wheels,TRUE,,Vehicle Maintenance (M030501),APO Services (V050401),436.82,,,
231,HD-311 1643OZ,Carton,2024-10-20T01:51:15Z,,Industrial Paints,FALSE,,,Paper products (X010201),819.29,,,
232,LX-101 1786OZ,Box,2024-07-07T13:17:42Z,,Wood Pellets,TRUE,,Sterile Gloves (M070101),,364.27,,,
233,SN-865 1929GAL,Box,2024-02-08T07:34:27Z,,PVC Pipes,TRUE,,Advert. agency fees (X020101),Cement (C020301),120.17,,,
234,SN-432 16ML,Carton,2024-08-23T08:52:38Z,,Insulation Foam,TRUE,,APO Services (V050401),Cement (C020301),403.56,,,
235,HD-756 1113L,Carton,2024-07-01T07:38:38Z,,Hydraulic Fluids,FALSE,,Paper products (X010201),,400.23,,,
236,SCRUB-674 1038ML,Each,2024-10-23T13:01:35Z,,Lubricating Oils,FALSE,,Medical Supplies (M060101),,152.22,,,
237,AC-522 259KG,Box,2024-03-25T05:28:54Z,,Welding Rods,FALSE,,Construction Materials (C040201),,986.59,,,
238,CLNR-525 291L,Carton,2024-08-06T08:48:25Z,,Electrical Cables,FALSE,,Chemicals products (W050701),,368.93,,,
239,AC-761 1546KG,Box,2024-04-20T13:04:15Z,,Industrial Adhesives,TRUE,,Graphic chain pack design (X030101),Sterile Gloves (M070101),941.39,,,
240,PRD-120 2151ML,Each,2023-12-12T09:23:28Z,,Stainless Steel Fasteners,TRUE,,,Paper products (X010201),914.911,,,
241,PRD-786 912GAL,Each,2024-09-10T20:17:08Z,,HVAC Filters,FALSE,,Cement (C020301),,648.46,,,
242,DISINFECT-590 2680OZ,Box,2024-02-15T13:17:21Z,,Safety Helmets,TRUE,,Vehicle Maintenance (M030501),,833.13,,,
243,CLNR-868 1941OZ,Carton,2024-08-26T13:05:19Z,,Fire-Resistant Fabrics,TRUE,,IT Equipment (T020101),Advert. agency fees (X020101),858.267,,,
244,BTHRM-236 2981OZ,Box,2024-05-09T17:49:36Z,,Concrete Additives,TRUE,,Sterile Gloves (M070101),APO Services (V050401),138.17,,,
245,SCRUB-533 681KG,Box,2024-05-22T14:52:18Z,,Glass Wool Insulation,TRUE,,Advert. agency fees (X020101),Paper products (X010201),380.57,,,
246,DISINFECT-569 2341KG,Carton,2024-01-17T14:20:42Z,,Roofing Shingles,FALSE,,APO Services (V050401),,450.37,,,
247,HD-725 1686ML,Carton,2024-08-26T13:05:19Z,,Sandpaper Rolls,FALSE,,,Cement (C020301),421.895,,,
248,PRD-134 1441OZ,Each,2023-12-09T18:13:26Z,,Brass Fittings,FALSE,,Medical Supplies (M060101),Cement (C020301),214.82,,,
249,SN-759 1364L,Box,2024-09-28T07:36:24Z,,Tungsten Electrodes,TRUE,,Construction Materials (C040201),,829.911,,,
250,SCRUB-150 1648KG,Carton,2024-10-05T23:20:22Z,,Industrial Solvents,FALSE,,,,737.46,,,
251,AC-469 2280ML,Box,2024-02-13T18:23:13Z,,Water Treatment Chemicals,TRUE,,Chemicals products (W050701),,550.69,,,
252,HD-561 1253OZ,Each,2024-08-17T12:31:33Z,,"Bearings, Ball-Type",FALSE,,Graphic chain pack design (X030101),,989.89,,,
253,BK-881 312KG,Each,2024-04-05T23:36:10Z,,Chain Belts,FALSE,,Office Supplies (W050801),Sterile Gloves (M070101),215.03,,,
254,PRD-670 1267ML,Box,2024-08-14T07:19:33Z,,Conveyor Rollers,FALSE,,Cement (C020301),Paper products (X010201),853.92,,,
255,SN-113 180OZ,Carton,2024-08-26T13:05:19Z,,Pneumatic Tools,TRUE,,Vehicle Maintenance (M030501),Advert. agency fees (X020101),88.445,,,
256,SN-537 2169L,Box,2024-04-07T13:09:32Z,,LED Light Fixtures,TRUE,,,APO Services (V050401),735.79,,,
257,DISINFECT-484 354ML,Box,2024-08-03T05:21:58Z,,Circuit Breakers,FALSE,,Sterile Gloves (M070101),Paper products (X010201),47.83,,,
258,HD-508 764ML,Carton,2023-12-18T21:41:56Z,,Plumbing Valves,TRUE,,Advert. agency fees (X020101),,547.32,,,
259,SN-152 1724ML,Carton,2024-01-02T22:24:41Z,,Office Furniture,TRUE,,APO Services (V050401),Cement (C020301),853.66,,,
260,BK-103 1521ML,Each,2024-10-12T04:30:27Z,,Cleaning Supplies,TRUE,,Paper products (X010201),Cement (C020301),996.53,,,
261,BK-260 2871KG,Box,2024-08-26T13:05:19Z,,Packaging Materials,FALSE,,Medical Supplies (M060101),,897.55,,,
262,AC-967 2037GAL,Carton,2023-12-04T15:37:21Z,,IT Equipment,FALSE,,Construction Materials (C040201),,638.512,,,
263,BTHRM-597 1830GAL,Box,2024-10-26T00:23:49Z,,Laboratory Glassware,FALSE,,Chemicals products (W050701),,862.08,,,
264,PRD-157 723L,Each,2024-05-23T07:11:36Z,,Medical PPE Supplies,FALSE,,Graphic chain pack design (X030101),,782.93,,,
265,BK-878 2589L,Each,2023-11-29T15:10:09Z,,,TRUE,,,Sterile Gloves (M070101),509.44,,,
266,SN-777 1274L,Box,2024-07-16T21:34:23Z,,"Alumina, Brown Fused",TRUE,,Cement (C020301),Paper products (X010201),902.48,,,
267,SCRUB-655 369ML,Carton,2024-01-20T03:53:03Z,,"Silica, High-Purity",FALSE,,Vehicle Maintenance (M030501),,802.77,,,
268,LX-460 1959ML,Box,2024-05-15T11:49:23Z,,Graphite Powder,TRUE,,IT Equipment (T020101),,964.78,,,
269,DISINFECT-952 2186GAL,Box,2024-06-10T06:36:53Z,,Silicon Carbide,TRUE,,Sterile Gloves (M070101),,908.55,,,
270,CLNR-694 1658OZ,Carton,2024-05-15T11:49:23Z,,"Steel, Galvanized Sheets",TRUE,,Advert. agency fees (X020101),,474.38,,,
271,HD-493 2210KG,Carton,2024-08-26T13:05:19Z,,Aluminum Ingots,TRUE,,APO Services (V050401),,552.83,,,
272,DISINFECT-588 683GAL,Each,2024-08-30T19:49:32Z,,Copper Cathodes,FALSE,,,,950.47,,,
273,HD-923 2167ML,Box,2024-08-26T02:27:06Z,,Polypropylene Resin,FALSE,,Medical Supplies (M060101),Advert. agency fees (X020101),201.34,,,
274,PRD-828 903KG,Carton,2024-09-18T14:17:39Z,,Polyester Fiber,FALSE,,Construction Materials (C040201),APO Services (V050401),111.56,,,
275,PRD-458 810KG,Box,2024-09-07T08:10:09Z,,Activated Carbon,TRUE,,,Paper products (X010201),168.85,,,
276,CLNR-971 1761ML,Each,2024-02-09T20:19:23Z,,Calcium Carbonate,FALSE,,,,829.16,,,
277,DISINFECT-948 889L,Each,2024-08-26T15:50:31Z,,Zinc Oxide,TRUE,,,Cement (C020301),738.49,,,
278,DISINFECT-252 437ML,Box,2024-08-27T01:24:04Z,,Titanium Dioxide,FALSE,,Chemicals products (W050701),Cement (C020301),525.04,,,
279,BTHRM-650 53KG,Carton,2023-12-10T22:39:23Z,,Ceramic Tiles,FALSE,,Graphic chain pack design (X030101),,912.54,,,
280,CLNR-100 484GAL,Box,2024-09-02T01:35:56Z,,Plastic Granules,FALSE,,Office Supplies (W050801),,260.23,,,
281,SN-998 2629OZ,Box,2024-01-04T01:30:24Z,,Rubber Compounds,TRUE,,Cement (C020301),,497.93,,,
282,SN-918 66ML,Carton,2024-02-20T19:04:03Z,,Abrasive Grinding Wheels,FALSE,,Vehicle Maintenance (M030501),,528.25,,,
283,SCRUB-475 1029ML,Carton,2024-04-16T20:06:51Z,,Industrial Paints,TRUE,,,Sterile Gloves (M070101),964.03,,,
284,SCRUB-842 1427KG,Each,2024-05-21T16:34:20Z,,Wood Pellets,TRUE,,Sterile Gloves (M070101),Paper products (X010201),873.94,,,
285,BTHRM-335 1024L,Box,2024-08-26T13:05:19Z,,PVC Pipes,TRUE,,Advert. agency fees (X020101),Advert. agency fees (X020101),312.611,,,
286,SN-454 1772L,Carton,2024-08-02T19:50:56Z,,Insulation Foam,FALSE,,APO Services (V050401),APO Services (V050401),354.77,,,
287,AC-645 1852OZ,Box,2024-05-29T19:20:12Z,,Hydraulic Fluids,FALSE,,Paper products (X010201),Paper products (X010201),798.02,,,
288,HD-661 1018ML,Each,2024-10-31T18:43:08Z,,Lubricating Oils,FALSE,,Medical Supplies (M060101),,520.96,,,
289,PRD-662 769OZ,Each,2024-02-06T21:08:43Z,,Welding Rods,FALSE,,Construction Materials (C040201),Cement (C020301),937.33,,,
290,BK-421 1552GAL,Box,2024-10-03T13:23:41Z,,Electrical Cables,TRUE,,Chemicals products (W050701),Cement (C020301),660.45,,,
291,BTHRM-318 2325KG,Carton,2024-01-11T18:04:05Z,,Industrial Adhesives,TRUE,,Graphic chain pack design (X030101),,49.15,,,
292,PRD-166 2946KG,Box,2024-02-05T12:15:13Z,,Stainless Steel Fasteners,FALSE,,,,715.891,,,
293,HD-580 2799L,Box,2024-02-20T01:33:00Z,,HVAC Filters,TRUE,,Cement (C020301),,876.91,,,
294,BTHRM-914 1411KG,Carton,2024-08-25T01:05:51Z,,Safety Helmets,TRUE,,Vehicle Maintenance (M030501),,765.97,,,
295,SCRUB-638 2093ML,Carton,2023-12-17T14:53:31Z,,Fire-Resistant Fabrics,TRUE,,IT Equipment (T020101),Sterile Gloves (M070101),556.555,,,
296,SN-393 611ML,Each,2024-06-02T08:05:36Z,,Concrete Additives,TRUE,,Sterile Gloves (M070101),Paper products (X010201),395.44,,,
297,BTHRM-427 2454GAL,Box,2024-02-12T18:44:24Z,,Glass Wool Insulation,FALSE,,Advert. agency fees (X020101),,184.68,,,
298,SN-459 1097KG,Carton,2024-11-07T14:28:34Z,,Roofing Shingles,FALSE,,APO Services (V050401),,523.03,,,
299,AC-491 487OZ,Box,2023-12-06T11:39:56Z,,Sandpaper Rolls,FALSE,,,,958.42,,,
300,BK-199 64GAL,Each,2024-01-19T10:41:24Z,,Brass Fittings,TRUE,,Medical Supplies (M060101),,62.49,,,
301,SN-747 2659GAL,Each,2024-07-14T12:54:11Z,,Tungsten Electrodes,FALSE,,Construction Materials (C040201),,432.86,,,
302,BTHRM-142 2605L,Box,2024-08-17T01:35:01Z,,Industrial Solvents,TRUE,,,,527.18,,,
303,SN-371 1837ML,Carton,2024-08-26T13:05:19Z,,Water Treatment Chemicals,FALSE,,,,91.83,,,
304,SN-382 2188GAL,Box,2024-08-26T13:05:19Z,,"Bearings, Ball-Type",FALSE,,,Advert. agency fees (X020101),222.43,,,
305,BTHRM-981 2028KG,Box,2024-10-16T14:13:00Z,,Chain Belts,FALSE,,,APO Services (V050401),318.88,,,
306,SCRUB-574 2679GAL,Carton,2024-08-04T20:19:46Z,,Conveyor Rollers,TRUE,,,Paper products (X010201),224.75,,,
307,HD-430 739ML,Carton,2024-10-16T22:47:09Z,,Pneumatic Tools,TRUE,,Chemicals products (W050701),,833.91,,,
308,CLNR-932 1752ML,Each,2024-02-07T12:31:32Z,,LED Light Fixtures,FALSE,,Graphic chain pack design (X030101),Cement (C020301),847.631,,,
309,LX-885 1786OZ,Box,2024-03-28T17:20:14Z,,Circuit Breakers,TRUE,,Office Supplies (W050801),Cement (C020301),27.099,,,
310,HD-235 1223ML,Carton,2024-10-15T09:43:18Z,,Plumbing Valves,TRUE,,Cement (C020301),,811.25,,,
311,AC-193 445OZ,Box,2024-09-28T02:00:01Z,,Office Furniture,TRUE,,Vehicle Maintenance (M030501),,726.39,,,
312,CLNR-537 103GAL,Each,2024-11-11T16:36:18Z,,Cleaning Supplies,FALSE,,,,219.02,,,
313,SN-831 2691L,Each,2024-08-04T10:55:09Z,,Packaging Materials,FALSE,,Sterile Gloves (M070101),,204.39,,,
314,BK-297 389KG,Box,2024-04-09T13:04:44Z,,IT Equipment,FALSE,,Advert. agency fees (X020101),Sterile Gloves (M070101),916.31,,,
315,PRD-995 1052L,Carton,2024-04-17T05:46:22Z,,Laboratory Glassware,FALSE,,APO Services (V050401),Paper products (X010201),180.83,,,
316,HD-632 494L,Box,2024-08-26T13:05:19Z,,Medical PPE Supplies,TRUE,,Paper products (X010201),Advert. agency fees (X020101),676.56,,,
317,HD-692 1429OZ,Box,2024-08-26T13:05:19Z,,,TRUE,,Medical Supplies (M060101),APO Services (V050401),632.87,,,
318,SCRUB-701 2688ML,Carton,2024-03-29T16:42:50Z,,"Alumina, Brown Fused",FALSE,,Construction Materials (C040201),Paper products (X010201),366.89,,,
319,PRD-265 91ML,Carton,2024-02-25T17:13:24Z,,"Silica, High-Purity",TRUE,,Chemicals products (W050701),,350.95,,,
320,DISINFECT-150 2999OZ,Each,2024-04-24T16:39:12Z,,Graphite Powder,TRUE,,Graphic chain pack design (X030101),Cement (C020301),510.56,,,
321,BK-808 2106L,Box,2024-10-17T11:18:16Z,,Silicon Carbide,TRUE,,,Cement (C020301),545.55,,,
322,SN-476 1293KG,Carton,2024-05-14T09:57:01Z,,"Steel, Galvanized Sheets",TRUE,,Cement (C020301),,860.98,,,
323,SCRUB-922 912GAL,Box,2024-08-03T06:45:56Z,,Aluminum Ingots,FALSE,,Vehicle Maintenance (M030501),,434.36,,,
324,BK-821 2313GAL,Each,2024-03-21T13:14:00Z,,Copper Cathodes,FALSE,,IT Equipment (T020101),,359.73,,,
325,BTHRM-947 1672OZ,Each,2024-06-05T23:56:20Z,,Polypropylene Resin,FALSE,,Sterile Gloves (M070101),,838.92,,,
326,LX-173 2889L,Box,2024-03-04T06:01:13Z,,Polyester Fiber,TRUE,,Advert. agency fees (X020101),Sterile Gloves (M070101),199.06,,,
327,BK-410 2947OZ,Carton,2024-04-30T17:38:04Z,,Activated Carbon,FALSE,,APO Services (V050401),Paper products (X010201),115.788,,,
328,HD-838 2350L,Box,2024-08-26T13:05:19Z,,,TRUE,,,,668.91,,,
329,PRD-580 1480L,Box,2024-01-04T13:21:39Z,,,FALSE,,Medical Supplies (M060101),,710.82,,,
330,BTHRM-352 2368GAL,Carton,2024-08-26T13:05:19Z,,,FALSE,,Construction Materials (C040201),,436.82,,,
331,AC-874 2827ML,Carton,2024-10-20T01:51:15Z,,,FALSE,,,,819.29,,,
332,LX-954 2480ML,Each,2024-07-07T13:17:42Z,,Plastic Granules,TRUE,,,,364.27,,,
333,SCRUB-444 587GAL,Box,2024-02-08T07:34:27Z,,Rubber Compounds,FALSE,,,,120.17,,,
334,HD-412 1707OZ,Carton,2024-08-23T08:52:38Z,,Abrasive Grinding Wheels,TRUE,,,Advert. agency fees (X020101),403.56,,,
335,SN-789 176L,Box,2024-07-01T07:38:38Z,,Industrial Paints,TRUE,,,APO Services (V050401),400.23,,,
336,PRD-731 564L,Each,2024-10-23T13:01:35Z,,Wood Pellets,TRUE,,,Paper products (X010201),152.22,,,
337,BTHRM-827 993OZ,Each,2024-03-25T05:28:54Z,,PVC Pipes,FALSE,,,,986.59,,,
338,AC-918 480OZ,Box,2024-08-06T08:48:25Z,,Insulation Foam,FALSE,,,Cement (C020301),368.93,,,
339,HD-535 176GAL,Carton,2024-04-20T13:04:15Z,,Hydraulic Fluids,FALSE,,Chemicals products (W050701),Cement (C020301),941.39,,,
340,DISINFECT-720 346OZ,Box,2023-12-12T09:23:28Z,,Lubricating Oils,FALSE,,Graphic chain pack design (X030101),,914.911,,,
341,CLNR-215 764ML,Box,2024-09-10T20:17:08Z,,Welding Rods,TRUE,,Office Supplies (W050801),,648.46,,,
342,BTHRM-972 259KG,Carton,2024-02-15T13:17:21Z,,Electrical Cables,TRUE,,Cement (C020301),,833.13,,,
343,BTHRM-930 2358L,Carton,2024-08-26T13:05:19Z,,Industrial Adhesives,FALSE,,Vehicle Maintenance (M030501),,858.267,,,
344,LX-669 350ML,Each,2024-05-09T17:49:36Z,,Stainless Steel Fasteners,TRUE,,,Sterile Gloves (M070101),138.17,,,
345,LX-439 2188GAL,Box,2024-05-22T14:52:18Z,,HVAC Filters,TRUE,,Sterile Gloves (M070101),Paper products (X010201),380.57,,,
346,SN-315 875KG,Carton,2024-01-17T14:20:42Z,,Safety Helmets,TRUE,,Advert. agency fees (X020101),Advert. agency fees (X020101),450.37,,,
347,HD-372 1591KG,Box,2024-08-26T13:05:19Z,,Fire-Resistant Fabrics,TRUE,,APO Services (V050401),APO Services (V050401),421.895,,,
348,BK-440 1018ML,Each,2023-12-09T18:13:26Z,,,FALSE,,Paper products (X010201),Paper products (X010201),432.86,,,
349,PRD-691 2719L,Each,2024-09-28T07:36:24Z,,Glass Wool Insulation,FALSE,,Medical Supplies (M060101),,527.18,,,
350,BTHRM-117 1592ML,Box,2024-10-05T23:20:22Z,,Roofing Shingles,FALSE,,Construction Materials (C040201),Cement (C020301),91.83,,,
351,BK-634 278GAL,Carton,2024-02-13T18:23:13Z,,Sandpaper Rolls,TRUE,,Chemicals products (W050701),Cement (C020301),222.43,,,
352,BK-553 347GAL,Box,2024-08-17T12:31:33Z,,Brass Fittings,FALSE,,Graphic chain pack design (X030101),,318.88,,,
353,SCRUB-851 66ML,Box,2024-04-05T23:36:10Z,,Tungsten Electrodes,TRUE,,,,224.75,,,
354,CLNR-500 2216KG,Carton,2024-08-14T07:19:33Z,,Industrial Solvents,FALSE,,Cement (C020301),,833.91,,,
355,BK-947 2631ML,Carton,2024-08-26T13:05:19Z,,Water Treatment Chemicals,FALSE,,Vehicle Maintenance (M030501),,847.631,,,
356,AC-371 1920ML,Each,2024-04-07T13:09:32Z,,"Bearings, Ball-Type",FALSE,,IT Equipment (T020101),Sterile Gloves (M070101),27.099,,,
357,DISINFECT-588 1570KG,Box,2024-08-03T05:21:58Z,,Chain Belts,TRUE,,Sterile Gloves (M070101),Paper products (X010201),811.25,,,
358,AC-176 1843KG,Carton,2023-12-18T21:41:56Z,,Conveyor Rollers,TRUE,,Advert. agency fees (X020101),,726.39,,,
359,BK-163 281GAL,Box,2024-01-02T22:24:41Z,,Pneumatic Tools,FALSE,,APO Services (V050401),,219.02,,,
360,DISINFECT-941 484GAL,Each,2024-10-12T04:30:27Z,,LED Light Fixtures,TRUE,,,,204.39,,,
361,CLNR-103 1164L,Each,2024-08-26T13:05:19Z,,Circuit Breakers,TRUE,,Medical Supplies (M060101),,916.31,,,
362,BK-574 374GAL,Box,2023-12-04T15:37:21Z,,Plumbing Valves,TRUE,,Construction Materials (C040201),,180.83,,,
363,SN-901 746ML,Carton,2024-10-26T00:23:49Z,,Office Furniture,FALSE,,,,676.56,,,
364,SCRUB-179 437ML,Box,2024-05-23T07:11:36Z,,Cleaning Supplies,FALSE,,Chemicals products (W050701),,632.87,,,
365,LX-702 2313GAL,Box,2023-11-29T15:10:09Z,,Packaging Materials,FALSE,,Graphic chain pack design (X030101),,366.89,,,
366,PRD-517 1018ML,Carton,2024-07-16T21:34:23Z,,IT Equipment,FALSE,,Office Supplies (W050801),,350.95,,,
367,DISINFECT-522 1706ML,Carton,2024-01-20T03:53:03Z,,Laboratory Glassware,TRUE,,Cement (C020301),,510.56,,,
368,BTHRM-547 1591KG,Each,2024-05-15T11:49:23Z,,Medical PPE Supplies,TRUE,,Vehicle Maintenance (M030501),,545.55,,,
369,HD-138 528ML,Box,2024-06-10T06:36:53Z,,,FALSE,,,,860.98,,,
370,AC-810 1370GAL,Carton,2024-05-15T11:49:23Z,,,TRUE,,Sterile Gloves (M070101),,434.36,,,
371,PRD-120 2881GAL,Box,2024-08-26T13:05:19Z,,,TRUE,,Advert. agency fees (X020101),Advert. agency fees (X020101),359.73,,,
372,AC-799 612L,Each,2024-08-30T19:49:32Z,,"Alumina, Brown Fused",TRUE,,APO Services (V050401),APO Services (V050401),838.92,,,
373,SCRUB-195 599OZ,Each,2024-08-26T02:27:06Z,,"Silica, High-Purity",TRUE,,Paper products (X010201),Paper products (X010201),199.06,,,
374,AC-158 2604GAL,Box,2024-09-18T14:17:39Z,,Graphite Powder,FALSE,,Medical Supplies (M060101),,115.788,,,
375,HD-943 1387ML,Carton,2024-09-07T08:10:09Z,,Silicon Carbide,FALSE,,Construction Materials (C040201),Cement (C020301),668.91,,,
376,HD-633 1481KG,Box,2024-02-09T20:19:23Z,,"Steel, Galvanized Sheets",FALSE,,Chemicals products (W050701),Cement (C020301),710.82,,,
377,PRD-216 1028KG,Box,2024-08-26T15:50:31Z,,Aluminum Ingots,TRUE,,Graphic chain pack design (X030101),,436.82,,,
378,BK-737 2010ML,Carton,2024-08-27T01:24:04Z,,Copper Cathodes,FALSE,,,,819.29,,,
379,BTHRM-845 598KG,Carton,2023-12-10T22:39:23Z,,Polypropylene Resin,TRUE,,Cement (C020301),,364.27,,,
380,PRD-247 1991ML,Each,2024-09-02T01:35:56Z,,Polyester Fiber,FALSE,,Vehicle Maintenance (M030501),,120.17,,,
381,DISINFECT-809 2194L,Box,2024-01-04T01:30:24Z,,Activated Carbon,FALSE,,IT Equipment (T020101),Sterile Gloves (M070101),403.56,,,
382,SN-993 1819KG,Carton,2024-02-20T19:04:03Z,,Calcium Carbonate,FALSE,,Sterile Gloves (M070101),Paper products (X010201),400.23,,,
383,AC-437 2115ML,Box,2024-04-16T20:06:51Z,,Zinc Oxide,TRUE,,Advert. agency fees (X020101),Advert. agency fees (X020101),152.22,,,
384,CLNR-333 2080GAL,Each,2024-05-21T16:34:20Z,,Titanium Dioxide,FALSE,,APO Services (V050401),APO Services (V050401),986.59,,,
385,HD-924 1726GAL,Each,2024-08-26T13:05:19Z,,Ceramic Tiles,TRUE,,,Paper products (X010201),368.93,,,
386,LX-848 1164ML,Box,2024-08-02T19:50:56Z,,Plastic Granules,TRUE,,Medical Supplies (M060101),,941.39,,,
387,HD-126 405L,Carton,2024-05-29T19:20:12Z,,Rubber Compounds,TRUE,,Construction Materials (C040201),Cement (C020301),914.911,,,
388,LX-329 1427KG,Box,2024-10-31T18:43:08Z,,Abrasive Grinding Wheels,FALSE,,,Cement (C020301),648.46,,,
389,BTHRM-123 1336OZ,Box,2024-02-06T21:08:43Z,,Industrial Paints,FALSE,,Chemicals products (W050701),,833.13,,,
390,SCRUB-583 2954KG,Carton,2024-10-03T13:23:41Z,,Wood Pellets,FALSE,,Graphic chain pack design (X030101),,858.267,,,
391,PRD-171 1235ML,Carton,2024-01-11T18:04:05Z,,PVC Pipes,FALSE,,Office Supplies (W050801),,138.17,,,
392,HD-834 1966OZ,Each,2024-02-05T12:15:13Z,,Insulation Foam,TRUE,,Cement (C020301),,380.57,,,
393,BTHRM-325 9OZ,Box,2024-02-20T01:33:00Z,,Hydraulic Fluids,TRUE,,Vehicle Maintenance (M030501),Sterile Gloves (M070101),450.37,,,
394,SN-528 1092GAL,Carton,2024-08-25T01:05:51Z,,Lubricating Oils,FALSE,,,Paper products (X010201),421.895,,,
395,SCRUB-409 130ML,Box,2023-12-17T14:53:31Z,,Welding Rods,TRUE,,Sterile Gloves (M070101),,214.82,,,
396,BK-586 2132OZ,Each,2024-06-02T08:05:36Z,,Electrical Cables,TRUE,,Advert. agency fees (X020101),,829.911,,,
397,CLNR-285 528ML,Each,2024-02-12T18:44:24Z,,Industrial Adhesives,TRUE,,APO Services (V050401),,737.46,,,
398,DISINFECT-664 349OZ,Box,2024-11-07T14:28:34Z,,Stainless Steel Fasteners,TRUE,,Paper products (X010201),,550.69,,,
399,AC-998 657L,Carton,2023-12-06T11:39:56Z,,HVAC Filters,FALSE,,Medical Supplies (M060101),,989.89,,,
400,SN-196 342GAL,Box,2024-01-19T10:41:24Z,,Safety Helmets,FALSE,,Construction Materials (C040201),,215.03,,,
401,LX-666 2769OZ,Box,2024-07-14T12:54:11Z,,Fire-Resistant Fabrics,FALSE,,Chemicals products (W050701),Advert. agency fees (X020101),853.92,,,
402,BK-183 2510KG,Carton,2024-08-17T01:35:01Z,,Concrete Additives,TRUE,,Graphic chain pack design (X030101),APO Services (V050401),88.445,,,
403,SCRUB-597 1683ML,Carton,2024-08-26T13:05:19Z,,Glass Wool Insulation,FALSE,,,Paper products (X010201),735.79,,,
